,Price,GDP,RATE_10,URATE,CPI,PPI,HOUSE,SAVE,Index Enterprise Value,Adjusted Price/Earnings ratio,Adjusted Price/Estimated Earnings,BEst Div Yld,Total Debt to Total Equity,Current Market Cap,Profit Margin,SMA_10d,SMA_20d,SMA_60d,EMA_10d,EMA_20d,EMA_60d,MOM_10d,MOM_20d,MOM_60d,RSI_10d,RSI_20d,RSI_60d
2022-09-28,29.51973342895508,6539219.0,1.20424868,3.5,124.672773120353,267.898,1463.0,3.0,7083.9134,18.3804,18.2433,2.7509,96.2647,2429424.69,6.0965,29.73125057220459,29.95473690032959,30.517496871948243,29.7232049680727,29.98566121860244,30.22069155857292,-0.025115966796875,-1.0248012542724574,-0.5845050811767578,41.20708969665188,42.87531576617155,48.64324851101844
2022-09-29,29.012664794921875,6539219.0,1.20424868,3.5,124.672773120353,267.898,1463.0,3.0,6989.6234,18.073,17.9396,2.7979,96.2647,2391677.01,6.0965,29.69228744506836,29.88743667602539,30.49719870885213,29.594015845681643,29.892994892537626,30.181084123699115,-0.3896312713623047,-1.3460044860839844,-1.2178897857666051,34.314216860118165,38.819267466222534,46.95064794461325
2022-09-30,28.56502723693848,6539219.0,1.20424868,3.5,124.672773120353,267.898,1463.0,3.0,6901.2134,17.7847,17.6547,2.8433,96.2647,2349535.21,6.0965,29.610004425048828,29.79360399246216,30.467845948537192,29.406927007728342,29.766521782480563,30.128098652002045,-0.822830200195309,-1.8766536712646449,-1.7611656188964808,29.47763806959695,35.68246745837093,45.52840636912753
2022-10-03,29.05909919738769,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,6995.8334,18.0932,17.963,2.7947,96.2647,2391368.55,6.0965,29.484444046020506,29.741256618499754,30.44886302947998,29.343685587666407,29.69914820294791,30.09304948955567,-1.2556037902832067,-1.046947479248054,-1.1389751434326207,39.871271094881386,41.20246283789614,47.31960492927655
2022-10-04,29.55130958557129,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7091.7334,18.4059,18.273,2.7479,96.2647,2427274.38,6.0965,29.428721809387206,29.724256706237792,30.438534768422446,29.381435405467293,29.685068334626326,30.07528752549061,-0.5572223663330078,-0.3399982452392578,-0.619695663452152,48.30479115267654,46.05734424918143,49.018043919849376
2022-10-05,29.402719497680664,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7066.3834,18.3233,18.155,2.7601,96.2647,2411997.43,6.0965,29.358511924743652,29.67366228103638,30.424797693888348,29.385305240415178,29.658177969202928,30.05323611474274,-0.7020988464355469,-1.0118885040283203,-0.8242244720458949,46.13435093237662,44.87977720722254,48.53762757347967
2022-10-06,28.975515365600582,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,6977.4934,18.0334,17.8381,2.8035,96.2647,2377352.35,6.0965,29.24632453918457,29.61217336654663,30.402226320902507,29.310797990448886,29.593162483145562,30.01790100821349,-1.1218738555908239,-1.2297782897949254,-1.3542823791503942,40.34359441401948,41.656542227940406,47.18550745952809
2022-10-07,28.572458267211918,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,6902.0534,17.7874,17.621,2.8409,96.2647,2339252.07,6.0965,29.138780784606933,29.515013217926025,30.375343227386473,29.176554404405803,29.495952557818548,29.97050944293475,-1.0754375457763636,-1.9432029724121058,-1.6129856109619105,35.65235371494669,38.88315628392909,45.95716262428382
2022-10-10,28.875215530395508,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,6955.6934,17.9623,17.7982,2.8138,96.2647,2347678.41,6.0965,29.065041923522948,29.427396965026855,30.35281442006429,29.121765518222112,29.43683474568302,29.93459816711379,-0.7373886108398438,-1.7523250579833949,-1.3517284393310511,41.34487399613604,41.939567270184725,47.0108835090218
2022-10-11,29.13153648376465,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7002.7734,18.1158,17.9556,2.7898,96.2647,2372290.61,6.0965,29.066527938842775,29.400145053863525,30.338918431599936,29.123542057411665,29.40775872073841,29.908268275856443,0.014860153198242188,-0.5450382232666016,-0.8337593078613281,45.851058040482265,44.41676453226172,47.885732035971664
2022-10-12,29.183544158935547,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7016.1534,18.1595,17.9964,2.7829,96.2647,2380331.4,6.0965,29.03290901184082,29.382079792022704,30.320866743723553,29.13445153041601,29.38640495294766,29.88450682940002,-0.3361892700195348,-0.3613052368164098,-1.0831012725830078,46.77294195516667,44.91869581427382,48.06266486376284
2022-10-13,29.690616607666016,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7111.3734,18.47,18.3124,2.7358,96.2647,2417132.51,6.0965,29.100704193115234,29.396495819091797,30.314033158620198,29.235572453552372,29.415377491492265,29.878149772949726,0.6779518127441406,0.28832054138183594,-0.4100151062011719,55.06127305319299,49.59057055603487,49.754095746220834
2022-10-14,29.183544158935547,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7014.4434,18.1539,18.0093,2.7839,96.2647,2373501.09,6.0965,29.16255588531494,29.386280155181886,30.299109268188477,29.22611276362204,29.39329812648686,29.855375818391884,0.6185169219970668,-0.2043132781982422,-0.8954334259033203,46.939823166281705,45.52592956607719,48.15912607484424
2022-10-17,29.415719985961918,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7057.2934,18.2936,18.1459,2.7635,96.2647,2398959.94,6.0965,29.198217964172365,29.341331005096436,30.285258038838705,29.260586804047474,29.39543354167496,29.84096087306631,0.35662078857422586,-0.8989830017089808,-0.831073760986321,50.643524338724355,47.59611823544031,48.921569046550445
2022-10-18,29.75933837890625,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7124.5334,18.5129,18.3593,2.7308,96.2647,2431798.92,6.0965,29.21902084350586,29.323871326446532,30.274607435862222,29.351268908567253,29.4300911452208,29.8382847257168,0.20802879333496094,-0.3491935729980469,-0.6390361785888707,55.72555481738021,50.52525378852535,50.02774107574942
2022-10-19,29.625606536865234,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7098.1734,18.4269,18.2719,2.743,96.2647,2419699.28,6.0965,29.241309547424315,29.299910736083984,30.26163778305054,29.401148477348706,29.448711658710746,29.83131167034462,0.2228870391845703,-0.47921180725097656,-0.7781791687011719,53.35011307691112,49.394191016872696,49.60258625413325
2022-10-20,29.179828643798828,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7011.9334,18.1457,17.9943,2.7857,96.2647,2387736.07,6.0965,29.26174087524414,29.254032707214357,30.239283657073976,29.360908507612365,29.423103752528657,29.809951571113608,0.20431327819824574,-0.9175605773925781,-1.3412475585937464,46.07562540412534,45.7969091543966,48.21362870173144
2022-10-21,29.55130958557129,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7085.0334,18.3841,18.2322,2.7496,96.2647,2424952.1,6.0965,29.359626007080077,29.249203395843505,30.215030733744303,29.395526885423077,29.43531383186605,29.80147150601386,0.9788513183593714,-0.09658622741699219,-1.4551753997802699,52.120560311029216,49.051697238864946,49.414044924563605
2022-10-24,29.98408508300781,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7164.6734,18.6438,18.4906,2.7116,96.2647,2469003.45,6.0965,29.47051296234131,29.26777744293213,30.199374294281007,29.50253746680212,29.48757776054622,29.807458836407104,1.1088695526123011,0.3714809417724574,-0.9393863677978551,58.18782434413969,52.54610102774417,50.766135138562454
2022-10-25,30.450292587280277,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7252.4934,18.9302,18.7344,2.6693,96.2647,2498121.05,6.0965,29.60238857269287,29.33445825576782,30.18625481923421,29.674856579616332,29.579264886901843,29.828535352829174,1.3187561035156286,1.3336162567138707,-0.7871685028076136,63.69450932087367,55.97046892580866,52.16675848940176
2022-10-26,30.600744247436523,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7283.6834,19.0319,18.8967,2.6553,96.2647,2514242.37,6.0965,29.744108581542967,29.388508796691895,30.18111661275228,29.843199791947274,29.676548635524192,29.85385367724253,1.4172000885009766,1.0810108184814418,-0.3082923889160156,65.33168547045129,57.02395566663348,52.60921268764248
2022-10-27,30.727048873901367,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7305.0934,19.1017,18.965,2.6438,96.2647,2514514.17,6.0965,29.847751808166503,29.47422800064087,30.17525641123454,30.003899625029838,29.7765962772744,29.882483027952656,1.0364322662353516,1.7143840789794922,-0.3516120910644531,66.73108431159201,57.913818778290185,52.98052368198963
2022-10-28,31.38085556030273,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7430.2634,19.5099,19.3693,2.5891,96.2647,2569025.64,6.0965,30.067482948303223,29.615019416809083,30.185044797261558,30.254255249624908,29.92938287565805,29.931609996226427,2.197311401367184,2.8158283233642507,0.5873031616210902,72.99962169884424,62.18075466200291,54.84303107633046
2022-10-31,31.25083923339844,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0,7403.9534,19.4241,19.284,2.6007,96.2647,2553635.16,6.0965,30.250994873046874,29.724606418609618,30.192064793904624,30.435452337583733,30.055235862109516,29.974863413838623,1.8351192474365234,2.1917400360107493,0.4211997985839879,70.08192836739013,60.88853294360391,54.40719385369683
2022-11-01,31.083669662475582,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7373.4534,19.3246,19.1797,2.6367,96.2647,2545310.29,6.0965,30.383428001403807,29.801224422454833,30.197050476074217,30.553310033018615,30.153181938334857,30.011217717072622,1.3243312835693324,1.5323600769042933,0.2991409301757777,66.29640577066485,59.22279873594256,53.847657564228825
2022-11-02,30.615602493286133,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7281.7834,19.0257,18.8997,2.6801,96.2647,2503633.17,6.0965,30.4824275970459,29.861868572235107,30.19396425882975,30.564635934885438,30.19722199118736,30.031033611374703,0.9899959564208984,1.2128829956054688,-0.18517303466796875,56.75838484233093,54.803947479439394,52.315674542877154
2022-11-03,30.41314697265625,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7242.5834,18.8979,18.8201,2.6983,96.2647,2494992.2,6.0965,30.60575942993164,29.93375015258789,30.18446626663208,30.537092487207403,30.217786275136778,30.043561918301968,1.2333183288574219,1.4376316070556676,-0.5698795318603516,53.08774717283355,53.00333004931254,51.66907042376868
2022-11-04,30.779052734375,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7314.7234,19.1331,19.0604,2.6652,96.2647,2521766.54,6.0965,30.72853374481201,30.044079875946046,30.181788539886476,30.581085259419694,30.271240223635655,30.06767637128797,1.227743148803711,2.2065944671630824,-0.16066360473632812,58.47995276723032,55.768113312839475,52.74260316800535
2022-11-07,31.044662475585938,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7363.8634,19.2934,19.2179,2.6432,96.2647,2544201.16,6.0965,30.834591484069826,30.152552223205568,30.179237016042073,30.665372025995374,30.344899485726156,30.09970870257643,1.0605773925781286,2.1694469451904297,-0.1530914306640625,62.002578631582054,57.67087518405016,53.504981529341
2022-11-08,31.11153030395508,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7377.4134,19.3375,19.265,2.6366,96.2647,2552580.99,6.0965,30.900715255737303,30.25155191421509,30.173048051198325,30.74649171289714,30.417911944605102,30.132883181310156,0.6612377166748047,1.9799938201904332,-0.371337890625,62.88343910132524,58.14798131937579,53.69622631910404
2022-11-09,30.73633575439453,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7303.1134,19.0952,19.0293,2.67,96.2647,2521549.28,6.0965,30.914274406433105,30.329191493988038,30.155763816833495,30.744645174987575,30.448238021727903,30.152668511575218,0.1355915069580078,1.5527915954589844,-1.0370540618896484,54.94271823567678,54.51857254541581,52.46485175577229
2022-11-10,31.269407272338867,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7407.1934,19.4347,19.3654,2.6232,96.2647,2582256.11,6.0965,30.968510246276857,30.40813102722168,30.148837725321453,30.84005646541508,30.526444617024186,30.189282897174028,0.5423583984375,1.5787906646728516,-0.41556549072265625,62.43182743658512,58.40170435392717,53.98937055507096
2022-11-11,31.124530792236328,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7381.1634,19.3498,19.2863,2.6346,96.2647,2584330.08,6.0965,30.942877769470215,30.50518035888672,30.138715171813963,30.891779070291673,30.583405205139627,30.219946762585906,-0.2563247680664027,1.9409866333007812,-0.6073532104492188,59.44800903921477,57.009246220390544,53.51501365969151
2022-11-14,30.896076202392575,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7328.3734,19.1776,19.1791,2.6573,96.2647,2556858.05,6.0965,30.907401466369627,30.579198169708253,30.125326442718507,30.89256036703729,30.613183395354195,30.242114940940223,-0.3547630310058665,1.480356216430657,-0.8033237457275462,54.85456326153335,54.838925300326366,52.77148534328299
2022-11-15,31.104101181030277,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7369.2934,19.3111,19.3056,2.6284,96.2647,2593464.41,6.0965,30.9094446182251,30.646436309814455,30.120186551411948,30.931022333217832,30.659937470180488,30.2703767848776,0.020431518554694605,1.344762802124027,-0.30839347839355113,58.12795890605994,56.428825690265604,53.37139947204243
2022-11-16,31.36042594909668,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7414.5734,19.4587,19.4565,2.6102,96.2647,2606292.52,6.0965,30.98392696380615,30.733177280426027,30.119589455922444,31.009095717923078,30.726650658648698,30.306116101737242,0.7448234558105469,1.7348194122314453,-0.03582572937012074,61.90922331709391,58.3315022700057,54.101955140616795
2022-11-17,31.36785125732422,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7421.5234,19.4814,19.4791,2.6072,96.2647,2606103.57,6.0965,31.07939739227295,30.842578411102295,30.117101097106932,31.074323997814194,30.78771738233208,30.34092709044501,0.9547042846679688,2.1880226135253906,-0.14930152893066406,62.01961939182728,58.38691326476344,54.123129869909924
2022-11-18,31.72261619567871,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7488.6834,19.7004,19.698,2.5782,96.2647,2633947.49,6.0965,31.17375373840332,30.951143741607666,30.119322458902996,31.192195306516833,30.876755364555567,30.38622837258382,0.9435634613037109,2.171306610107422,0.13328170776367188,67.08398197309891,60.99550077385515,55.12893875149074
2022-11-21,32.08852005004883,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7556.7434,19.9223,19.9121,2.5498,96.2647,2659463.73,6.0965,31.278139495849608,31.056365489959717,30.13928117752075,31.35516344170447,30.992161525078735,30.442041214467917,1.0438575744628906,2.104434967041019,1.1975231170654297,71.44712200437252,63.48091110876965,56.13758699420153
2022-11-22,32.35413360595703,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7607.9134,20.0892,20.0835,2.5293,96.2647,2678260.73,6.0965,31.402399826049805,31.151557540893556,30.163997586568197,31.53679438065948,31.12187315182905,30.504732768287234,1.2426033020019496,1.9038410186767543,1.4829845428466797,74.2049603283609,65.17648099752628,56.85356681922252
2022-11-23,32.396854400634766,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7618.7634,20.1246,20.1159,2.5249,96.2647,2687344.66,6.0965,31.56845169067383,31.241363048553467,30.194869581858317,31.693168929745895,31.243299937429594,30.5667695431183,1.6605186462402344,1.7961101531982422,1.8523197174072266,74.64265302831662,65.44808326257586,56.96845715742802
2022-11-25,32.46186065673828,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7630.9434,20.1643,20.1578,2.5199,96.2647,2689707.69,6.0965,31.68769702911377,31.328103637695314,30.229922771453857,31.832931061926327,31.359353339268516,30.628903677991087,1.192453384399414,1.734811782836914,2.103191375732422,75.34982720500864,65.87440084421566,57.14504253869934
2022-11-28,32.30955505371094,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7597.3734,20.0548,20.0487,2.5331,96.2647,2682362.8,6.0965,31.80619945526123,31.374538612365722,30.26105400721232,31.91958996952353,31.449848740643986,30.68400700178518,1.1850242614746094,0.9286994934082067,1.8678741455078125,70.24965333098368,63.92905637786333,56.59171706327763
2022-11-29,32.19811248779297,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7576.9234,19.9881,19.9794,2.5414,96.2647,2672202.83,6.0965,31.93640308380127,31.42190227508545,30.295921770731606,31.9702304273907,31.521111954658174,30.733649804605108,1.3020362854003942,0.9472732543945277,2.092065811157223,66.58548831737001,62.50730957758983,56.18688812788616
2022-11-30,32.740478515625,6701519.0,1.93071305,3.6,125.950881160423,263.157,1427.0,3.3,7681.5634,20.3294,20.3213,2.4986,96.2647,2715924.07,6.0965,32.10004081726074,31.50474271774292,30.343407948811848,32.11027553434239,31.637242103321682,30.799447467261498,1.636377334594723,1.6568088531494176,2.849170684814453,73.93670236194141,66.34199788599332,57.685031281613
2022-12-01,32.69775390625,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7667.4434,20.2833,20.2613,2.5158,96.2647,2703713.02,6.0965,32.23377361297607,31.608850288391114,30.3814603805542,32.21708978378014,31.738243227410095,30.86168702263817,1.3373279571533203,2.082151412963867,2.2831459045410156,72.5398714306254,65.78408509409614,57.52744834652014
2022-12-02,32.913211822509766,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7706.3534,20.4102,20.3885,2.5002,96.2647,2714650.7,6.0965,32.38830966949463,31.73385353088379,30.426592350006104,32.343657427185526,31.850144998371967,30.92895013083068,1.5453605651855469,2.5000648498535156,2.707918167114258,75.1684964040222,67.2462603009586,58.11425614751279
2022-12-05,32.508296966552734,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7629.7234,20.1603,20.1375,2.5312,96.2647,2682168.8,6.0965,32.46687774658203,31.820315742492674,30.459802945454914,32.373591888888654,31.912826138198707,30.980731994296974,0.7856807708740234,1.7292442321777344,1.992635726928711,62.64630662841321,62.00455607679426,56.61921930032386
2022-12-06,32.26498031616211,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7583.5134,20.0096,19.989,2.5503,96.2647,2663110.16,6.0965,32.48452377319336,31.881331634521484,30.487093607584637,32.3538443302111,31.946364631338078,31.022838496653208,0.17646026611328125,1.2203178405761719,1.6374397277832067,56.375798526116384,59.091084104598366,55.74289254568422
2022-12-07,32.456295013427734,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7619.6134,20.1273,20.0705,2.5384,96.2647,2671771.12,6.0965,32.49473991394043,31.94856986999512,30.53342227935791,32.372471727159585,31.994929429632332,31.069837070973684,0.10216140747070312,1.3447647094726527,2.7797203063964844,59.88380949641342,60.62248347730008,56.28391981176451
2022-12-08,32.601165771484375,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7617.5583,20.1386,20.1623,2.528,95.3018,2682176.47,5.6327,32.51517105102539,32.04181137084961,30.584360885620118,32.41405246249136,32.05266622409443,31.120044569351084,0.20431137084960938,1.8648300170898438,3.0563163757324183,62.42601469181531,61.763411950971125,56.69161887470355
2022-12-09,32.2668342590332,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7555.2383,19.9361,19.9595,2.5534,95.3018,2658116.28,5.6327,32.49566841125488,32.09168272018432,30.632103188832602,32.38728551640806,32.07306317980289,31.157644231307874,-0.19502639770507812,0.9974269866943359,2.8645381927490234,53.69994238119988,57.702027123787346,55.47736323324144
2022-12-12,32.60488510131836,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7621.7383,20.1522,20.1767,2.5261,95.3018,2687141.16,5.6327,32.525201416015626,32.16570043563843,30.68572031656901,32.426849077300844,32.12371288661389,31.205094751636086,0.2953300476074219,1.4803543090820312,3.2170276641845703,59.984111466267755,60.468743170170605,56.436797051785184
2022-12-13,32.5250129699707,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7600.1683,20.0821,20.1059,2.5354,95.3018,2681688.98,5.6327,32.5578914642334,32.24714727401734,30.722558816274006,32.44469705778627,32.16193194217168,31.248370758794596,0.3269004821777344,1.6289367675781286,2.2103099822998047,57.92030984830798,59.50078327626661,56.146082949994295
2022-12-14,32.52873229980469,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7602.8083,20.0907,20.115,2.5341,95.3018,2678901.1,5.6327,32.536716842651366,32.31837882995605,30.762895488739012,32.45997619269871,32.1968653095653,31.29034982571296,-0.2117462158203125,1.4246311187744105,2.4202003479003906,57.9950852469362,59.53253579840126,56.1567778040859
2022-12-15,32.001224517822266,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7502.6783,19.7653,19.7889,2.5758,95.3018,2635773.26,5.6327,32.467063903808594,32.35041875839234,30.79450225830078,32.376566797266634,32.17823285320882,31.31365719266736,-0.6965293884277344,0.6407985687255859,1.8964061737060547,45.30752288671969,53.29441378503207,54.24860176587527
2022-12-16,31.841487884521484,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7475.3483,19.6765,19.7028,2.5874,95.3018,2619542.19,5.6327,32.35989151000977,32.374100589752196,30.82357056935628,32.279279722222064,32.146161903810025,31.330963116990446,-1.0717239379882812,0.4736366271972656,1.7440986633300781,42.20121099885309,51.57189247939294,53.68683127368992
2022-12-19,32.64505386352539,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7509.7283,19.6583,19.5597,2.5757,95.3018,2618804.26,5.6327,32.37356719970703,32.420222473144534,30.8735232035319,32.34578411154994,32.19367542378292,31.37404805949979,0.13675689697265625,0.9224376678466797,2.9971580505371094,58.214348247693806,58.649091071518555,56.01691902101534
2022-12-20,32.600948333740234,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7498.1683,19.6207,19.5177,2.5801,95.3018,2619382.88,5.6327,32.40716400146484,32.445843887329104,30.92332894007365,32.39217760649363,32.232463319969334,31.414274297999476,0.335968017578125,0.5124282836914062,2.988344192504883,57.24709514086761,58.158045741134345,55.86004904400601
2022-12-21,32.856014251708984,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7547.9183,19.7824,19.6784,2.559,95.3018,2641005.32,5.6327,32.44713592529297,32.4709379196167,30.98565123875936,32.476511541987335,32.291849122992154,31.46154446041618,0.39971923828125,0.5018806457519531,3.739337921142578,61.37127285439181,60.18721663291202,56.57523134023137
2022-12-22,32.846431732177734,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7542.7783,19.7657,19.6623,2.5612,95.3018,2631485.08,5.6327,32.471662521362305,32.49341678619385,31.041096210479736,32.54376975838559,32.34466651434316,31.50695060047394,0.24526596069335938,0.44957733154296875,3.3266983032226527,61.12513616544773,60.072008671106616,56.54023126244533
2022-12-23,32.99409866333008,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7572.3683,19.8619,19.7565,2.5488,95.3018,2644674,5.6327,32.544388961791995,32.52002868652344,31.107453441619874,32.62564774110277,32.40651719519906,31.55570955335447,0.727264404296875,0.5322380065917969,3.981433868408203,63.62316345679242,61.27442815289849,56.9575257753537
2022-12-27,33.1647834777832,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7600.4083,19.953,19.8471,2.5371,95.3018,2656078.94,5.6327,32.600378799438474,32.562790107727054,31.184116045633953,32.72367242049921,32.47873303163564,31.608466075466886,0.5598983764648438,0.8552284240722656,4.599756240844723,66.39637826687034,62.643215732353305,57.437910377852276
2022-12-28,32.74094772338867,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7521.1283,19.6954,19.5909,2.5703,95.3018,2621975.38,5.6327,32.621972274780276,32.589931869506835,31.245480187733968,32.726813384660936,32.50370585942164,31.64559662130039,0.21593475341796875,0.5428352355957031,3.68184852600098,54.85769319318777,57.345187210482976,55.863485918334355
2022-12-29,32.85025787353516,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7541.8883,19.7628,19.658,2.5615,95.3018,2632907.21,5.6327,32.65412483215332,32.595420837402344,31.300462659200033,32.74925783718352,32.53671081314674,31.685093711537593,0.32152557373047586,0.10977935791016336,3.2989482879638743,56.99915019667884,58.302576929138475,56.17853068562246
2022-12-30,32.70067596435547,6701519.0,1.57612515,3.5,125.950881160423,257.897,1357.0,3.4,7515.2883,19.6764,19.5721,2.5727,95.3018,2621175.84,5.6327,32.72406997680664,32.59556694030762,31.355428600311278,32.740424769396604,32.55232654183329,31.718391490318506,0.6994514465332031,0.00292205810546875,3.2979564666748047,53.164519243160036,56.476644993740855,55.625983005474296
2023-01-03,32.61820602416992,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7498.4183,19.6216,19.5166,2.5798,95.3018,2617453.79,5.6327,32.80174179077149,32.580816650390624,31.416140111287437,32.71820317935539,32.5586007782463,31.747893606182487,0.7767181396484375,-0.29500579833984375,3.6426906585693395,51.06019918162227,55.46846976824723,55.32090946578578
2023-01-04,32.781219482421875,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7526.8583,19.714,19.6058,2.5675,95.3018,2624966.78,5.6327,32.815358352661136,32.59446277618408,31.486286131540933,32.72966068900384,32.57980255959636,31.781773143108367,0.13616561889648438,0.2729225158691406,4.208761215209957,54.974330197717705,57.063248698163406,55.808097442282225
2023-01-05,32.57026290893555,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7484.5983,19.5767,19.349,2.5847,95.3018,2599582,5.6327,32.812289810180665,32.609726905822754,31.547870254516603,32.700679274445974,32.57889402143819,31.80762526657811,-0.0306854248046875,0.3052825927734375,3.695047378540039,49.30430376052987,54.40895339446881,55.01856436058142
2023-01-06,33.34122085571289,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7628.9183,20.0456,19.8099,2.5242,95.3018,2669002.19,5.6327,32.86081047058106,32.65397319793701,31.61803166071574,32.81714138013087,32.6514965770834,31.857907089172695,0.48520660400390625,0.8849258422851562,4.209684371948242,64.26893976037461,61.328772271556,57.26549004267657
2023-01-09,33.05355453491211,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7570.2683,19.855,19.6175,2.5485,95.3018,2641258.83,5.6327,32.881522750854494,32.676592636108396,31.68253183364868,32.860125590091094,32.689787811162326,31.897108644770707,0.207122802734375,0.4523887634277344,3.8700103759765625,57.26129538343573,57.87839661774598,56.20024102552473
2023-01-10,32.98451232910156,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7563.4283,19.8328,19.5979,2.5514,95.3018,2637094.3,5.6327,32.88056411743164,32.712476539611814,31.737430095672607,32.88274136082027,32.71785681287083,31.932761224584834,-0.009586334228515625,0.7176780700683594,3.293895721435547,55.64333747355988,57.0672652345817,55.94622924471313
2023-01-11,33.049713134765625,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4,7576.1083,19.874,19.6426,2.5462,95.3018,2640868.88,5.6327,32.86905708312988,32.73471794128418,31.801866245269775,32.91309986517397,32.74946217686081,31.969382598689123,-0.11507034301757812,0.4448280334472656,3.866168975830078,56.92057521013015,57.65715310533462,56.13662412994357
